UniProtAccFull	UniProtAcc	UniProtName	Gene	EntrezGene	R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
P04646	P04646	RL35A_RAT	Rpl35a	57809	-0.216178706116284	-0.00933407556353999	0.0199008298535802	-0.309928621671585	0.034672883158077	0.12711901470701	-0.126277747983789	-0.129554773687983	-0.171864768486871	-0.275628262352772	-0.397705917231447	-0.0236383839722767	0.0112819498589786	-0.110021142994454	-0.328525758374854	0.120251092703217	-0.415597816993246	0.087858043261603
P04692-4	P04692	TPM1_RAT	Tpm1	24851	-0.00844672807240873	0.121208034296735	0.192079315545632	0.0257045862777054	-0.00943650747502511	0.00217488714869574	-0.149398501860733	0.00819755382457943	0.0503528044202239	0.144068155885516	-0.0573394735837323	0.115558523562219	0.00426979337646327	-0.0897324157674887	-0.0372299572470998	0.0962325202487462	-0.118436863635582	-0.00416869865760933
P04692	P04692	TPM1_RAT	Tpm1	24851	-0.0828120990380748	0.0656735051275692	0.184728121862752	0.000200376943809671	-0.0174951878263274	0.0345250651832912	-0.174410398313895	0.0178336717687622	0.0707989431295843	0.100079942663154	-0.0465311831155106	0.131988776963259	0.0271664909670608	-0.0796148251038314	0.00466363435816614	0.124299061441024	-0.0721462774299596	0.0102865873170292
P04762	P04762	CATA_RAT	Cat	24248	0.609696056100933	-0.0359220816644725	-0.0185866608376649	-0.272777518359821	0.00256568154684644	-0.267393707157388	-0.425671404118259	-0.0495118324171817	-0.255500725817193	0.429878195801613	0.68589441933986	-0.0320093059545252	-0.298301915822127	-0.44711815356045	0.169976948466777	-0.186083755978872	-0.326171755423683	0.0825493421489675
P04764	P04764	ENOA_RAT	Eno1	24333	0.334249412852745	0.027151293968668	0.041482986080091	0.451235938441454	0.121234490868123	-0.195484021543438	-0.638481099868556	-0.0303027351221694	-0.0179278317788782	-0.388111869625989	-0.746936648550683	-0.212385089892517	-0.582132305868227	-0.364324881600384	0.258553340691628	0.679489168280711	-0.0099517122271745	0.0718020657843231
P04785	P04785	PDIA1_RAT	P4hb	25506	0.132464927255234	0.0680613498260063	0.0849633950140914	-0.00374263305275729	0.0568509372370987	0.130354025996844	0.0250565032898286	0.0261683710999837	0.129675174565527	0.189399033937726	0.0903350833004086	0.0937102436570183	-0.00422511039082207	-0.00962413041163979	0.14625155284677	0.152857975476369	0.0441238155291176	0.108073039972611
P04797	P04797	G3P_RAT	Gapdh	24383	-0.161410286290076	0.0231153597511532	0.0924781354219378	-0.00964361051343962	-0.017100603960995	0.00117008106413607	-0.0178716182443996	0.160626928179256	-0.0539685871344386	0.00994554110221579	-0.117710215088941	0.0789121611576886	-0.0590625042523188	-0.352358086800033	-0.10015294804246	0.0901576097829931	-0.222551344985739	-0.0844571187193266
P04897	P04897	GNAI2_RAT	Gnai2	81664	0.0242215841666529	-0.0280510826918429	-0.0271998645707148	0.34062894107274	0.212865423407441	0.125438600425673	0.290886935862546	0.0891756556238072	-0.281533661288853	0.119854725739642	0.114937318759009	0.184610275576297	0.0181902503844376	0.304799825792016	-0.402268039610668	0.0832802255835331	-0.0479707389374314	-0.362042603833923
P04904	P04904	GSTA3_RAT	Gsta3	24421	0.209968030451944	0.237292095168386	0.185710120549489	-0.0416596975665746	0.178899719157204	0.0314250773526146	0.190624334743365	0.112387734302823	-0.0942989372917767	-0.0312027793893401	0.250805308120671	-0.116294241527046	0.0391419168887599	0.531711781206561	0.0272657632807989	-0.257451432588397	0.165080084444462	-0.0630609979761129
P04905	P04905	GSTM1_RAT	Gstm1	24423	-0.239246546167706	0.18760835814943	0.260901653708987	0.127957778734841	-0.0202821973693939	-0.116434513307421	-0.0839787241115626	-0.136454104459072	0.114473437964929	0.581017772702426	-0.0622958218901215	0.312139817304526	-0.0553078148885652	-0.108187914992302	0.0020285630857379	-0.111160041969977	0.133975072779353	0.0807621530651546
P04906	P04906	GSTP1_RAT	Gstp1	24426	-0.16618404875235	0.460361965013575	0.316753813569775	0.0145166643178471	0.379270181730476	-0.00151421238468374	0.101797928104471	0.0573744345262975	0.118780548162022	0.884917473370846	0.26551353128827	0.389191229354028	-0.0633214139256565	0.0988381791503686	0.0574841782396071	-0.0863524351354468	-0.00852790262930114	0.0762467955245719
P04916	P04916	RET4_RAT	Rbp4	25703	0.183694877063928	0.158011409136458	-0.0801265603226877	-0.226939455992022	-0.177645727785533	-0.193755037927403	0.4487361126527	-0.210263173331849	-0.00878067308782289	1.19555242771504	0.331129187084394	0.0702234162017416	-0.137824960757705	-0.279275832693264	-0.0943281462141426	-0.43958857176783	-0.337126608828733	0.0119212494764336
P04961	P04961	PCNA_RAT	Pcna	25737	-0.177011859195203	-0.0497974906102002	-0.0149192931323667	-0.190506013069754	-0.155856114474658	0.646332330168449	0.351225442248048	0.647280665015818	0.63553970115901	0.260122504287541	0.156416790664216	0.0591234783626698	0.0797190057601954	0.200001275223744	0.487449293895234	0.249805294492206		0.595395783631714
P05065	P05065	ALDOA_RAT	Aldoa	24189	-0.134368812994607	0.0459764512641309	0.0795330938301083	-0.131123234831363	-0.0490883912001727	0.0259320634762793	-0.0855677189764342	0.0294482537502161	0.143465170191234	0.128794331801363	-0.0167266593724157	0.0947094623378475	0.0135739608409549	-0.0565304685822609	0.0234101249953503	0.000428010695516123	-0.0683954619797906	-0.013555670668086
P05197	P05197	EF2_RAT	Eef2	29565	-0.080610675078956	0.0384168368899733	0.025123704692884	-0.122408503650463	-0.0375411443476216	0.150197370859605	0.0163008723437071	0.0954671420606475	0.153346159583331	-0.0683320411149501	-0.039678799643812	0.0400512162237725	0.0671293499413437	0.0219882942388782	0.148714151726012	0.19188264065863	-0.014363376574769	0.126888922210876
P05369	P05369	FPPS_RAT	Fdps	83791	-0.0064050225979766	0.144445460834103	-0.00131889232285781	0.0516263294326562	-0.0200208874788621	0.0463183185902228	-0.000267030690890402	0.154798266979421	0.0857668996084303	0.0594812906710847	-0.0891312540451192	0.0433563958358024	-0.0314018132879118	0.080438806632125	0.00498049730095829	-0.192379108170342	0.0469954535820586	-0.00528816241940849
P05370	P05370	G6PD_RAT	G6pdx	24377	0.422915654676282	-0.1272980186454	-0.0969562988295052	0.0293879536605408	-0.206748299877934	-0.19600048434772	0.0975155864460234	-0.0935205745386666	-0.24169047364327	0.874147813941185	0.617830036343592	0.100721633202177	-0.125764833984405	-0.180656723080053	0.103221709699536	-0.180665043222078	0.0508771120676086	-0.0723081011095107
P05503	P05503	COX1_RAT	Mtco1	26195	1.04439224966173	0.0830131556843733	0.181274317924787	0.566929119118201	0.685045365775289	-0.781769070700504	0.101386365016893	-0.288823948945663	0.337724694699446	-0.0275641981049051	0.797398575761203	-0.0426489432390119	-0.190024284554239	-1.03763281703707	0.0645809085477713	0.861399253584297	-1.26476210812898	-0.0524615235207193
P05506	P05506	NU3M_RAT	Mtnd3	26199	0.925658421178398	-0.0199299357747205	0.107170398341088	0.571352001525682	0.390623740749796	-0.801943123318275	0.0166948401505762	-0.58485508520666	-0.306961986098303	-1.85461464152585	0.0873787874183839	-0.311808874038443	-0.454370875558856	0.060582791956468	-1.08547475231898	-0.346848857513224	-0.899415303298752	-0.894488277145529
P05507	P05507	NU4LM_RAT	Mtnd4l	26200	-0.16913501951676	-0.185893375185045	-0.107874701780604	0.131641330541884	-0.374183664861432					-0.392725566528207	-0.155346342318711	-0.266279226001253	-0.0794103986085269					
P05508	P05508	NU4M_RAT	Mtnd4	26201	0.499658100306921	-0.0749057809806104	-0.233992024561549	0.442175335769956	0.187364705067423	-0.346703011736917	0.241686350583083	0.19170057868201	0.0539168315903376	-0.29875825511652	0.0102464590129347	-0.375316208136923	-0.124828459272485	0.189294924825766	-0.214342368711451	0.0638474713024416	-0.254274794356139	-0.0139525552760226
P05544	P05544	SPA3L_RAT	Serpina3l		0.424714095023017	0.103559170607559	-0.144965548948334	-0.196365542242481	-0.320654224399135	-0.246342289525517	0.07255269372396	-0.309905246999689	0.00200560849234306	0.927322573260279	0.459056804326239	0.000203220581030283	-0.138108601362333	-0.281669420443785	0.0396358847885855	-0.438467643818779	-0.248604205579127	-0.174769297449705
P05545	P05545	SPA3K_RAT	Serpina3k	24794	0.396868616706827	0.0579552086435002	-0.168379238030619	-0.149335865925756	-0.371338417177938	-0.244828747714923	0.10458334666224	-0.316840474596709	0.0582733236560193	0.990081844349082	0.493335635177195	0.0668208772306236	-0.189466023788132	-0.378597736627884	0.0801067141489697	-0.390959537726155	-0.277220063048764	-0.156878696832328
P05696	P05696	KPCA_RAT	Prkca		0.00841006437038397	0.0743423697604442	0.0942570268029912	0.0365455208007743	0.0970203500306068	0.026777098553093	-0.0602647706560399	0.128822935354909	0.101910418651826	-0.00053152337236767	-0.104863784516725	0.0372881044603043	-0.0806266766836464	0.0561431992177881	0.0890572348593096	0.0784421102746408	0.20034228773045	0.0915063918926149
P05708	P05708	HXK1_RAT	Hk1	25058	-0.0580732249207946	-0.0237074467845489	-0.0307990041498202	-0.0923090323873102	-0.0539622521842535	-0.0635219351786702	0.0238927105209557	-0.357053328863957	-0.324915166997069	0.198751041560476	0.000440316748926861	0.0908164475039067	0.106266834521574	0.460738011585586	-0.0660787288150355	-0.213683646934983	0.651440497080329	-0.187602070006932
P05712	P05712	RAB2A_RAT	Rab2a	65158	0.0244338879299766	0.0230883547762573	-0.0184104971544756	0.279922869863484	0.0861871172294586	-0.0834004535230966	-0.0386146831350116	0.0127660260027139	-0.00582290265125228	-0.266190539971522	-0.157009960765289	0.0267918851718766	0.0407137794151985	-0.0176423066156851	-0.0268785908107202	-0.00940295065979102	-0.0358695215332067	0.0596239831838473
P05765	P05765	RS21_RAT	Rps21	81775	-0.162949321377148	-0.021713541968966	-0.0600258516375302	-0.147668468740001	-0.187468608726868	-0.11268872251003	-0.0226814825065539	-0.0488741442916291	-0.00805147268661538	0.107005837025556	-0.224260078941762	-0.00743537125141724	-0.0844040432717433	0.388437314053095	0.249187522962824	-0.197639488939079	0.294082740820189	-0.0557060783387995
P05942	P05942	S10A4_RAT	S100a4	24615	-0.28897216100416	0.247501008535383	-0.164262614779305	-0.0422869492100868	-0.183256563626851	-0.167360966763783	0.87202591968039	-0.197806159446963	-0.321542682915132	1.51439075730195	0.267621982071517	-0.407632496784159	-0.428276822177798	-0.14640056787876	0.106269571514387	-0.395853258205972	0.0777352227121988	0.0102695502247304
P05943	P05943	S10AA_RAT	S100a10	81778	-0.399348140895347	0.026496339897198	-0.0633612481805294	0.122888297689795	-0.296186471646136					0.650425339426249	0.130258049128623	-0.100191546676933	-0.21996516089293					
P05964	P05964	S10A6_RAT	S100a6	85247	-1.04271076652873	-0.266440116858213	0.163036103583788	0.417331944657059	0.0772578725617029	-0.121354209534903	0.265682793414517	-0.47473201081349	-0.00267754647344902	-0.145603518691134	0.00990445632023085	0.481090193492221	0.0755771477876827	0.371759317291097	0.0600404980611235	-0.356587932827105	0.440737917422573	0.0720429590135096
P05982	P05982	NQO1_RAT	Nqo1	24314	0.049679704862357	-0.0985398712817304	0.151046821033834	0.0108923105798668	0.1210935182681	-0.0774900665523878	0.162596427023585	-0.0031193699768523	0.0544621831521936	0.105271947827602	-0.0989878793524934	-0.272901894631512	-0.144721210424599	0.0957905298272763	0.00712283921556561	-0.219955138210513	0.174555682030473	0.0752663788955139
P06214	P06214	HEM2_RAT	Alad	25374	0.165836037368993	0.0822572202295055	-0.0226828173193363	-0.142120264410827	-0.125401659910239	-0.0501223372166859	0.0868227795060001	0.086706873763474	0.0686680207502946	0.0537855666535087	0.0566356369772892	-0.171845970235031	0.0146072261418604	-0.355115048967157	-0.0841614167039043	0.172836232608332	-0.407337425792387	0.0272477772131501
P06302	P06302	PTMA_RAT	Ptma	29222	-0.348095172962076	-0.0724784901845764	0.168428403176625	-0.0566730635083549	-0.109991771668321	-0.098936217538181	0.10991869135693	-0.159756284248926	-0.108803978185974	0.914817734968779	-0.0369041626183081	-0.0222380066070954	-0.213951778997472	-0.113525343154318	-0.0237796976839361	-0.28597588766726	-0.0152222499916257	-0.0291090000302383
P06399	P06399	FIBA_RAT	Fga		1.24013463514192	-0.127906576950507	-0.45225975178746	-0.340289031075511	-0.652765491929769	-0.456395576139402	-0.119205477727251	-0.285679377625284	-0.286679568700827	0.980069230050034	0.674391365688082	0.0960086354154572	-0.466826378700395	-0.728300834269468	-0.166417885082683	-0.463935519826129	-0.344702971920397	-0.387209913197182
P06536-2	P06536	GCR_RAT	Nr3c1	24413	-0.0967476476549606	-0.0916309884628506	-0.164742265758978	-0.0224466462874726	-0.174871799432344	-0.58176571329598	-0.141125630770137	-0.66043939268592	-0.698769110526954	0.107103576740785	0.0488331113509652	0.10421836616586	0.0891033163201955	0.610840461489954	0.356513600234085	-0.657593597579243	0.396876866008921	-0.268987093826073
P06685	P06685	AT1A1_RAT	Atp1a1	24211	0.205983753222758	-0.0709135325406174	-0.0685980720517321	0.194579122862754	0.14374077669014	0.112028036105468	-0.0874275979339934	0.151384706510116	0.0379930696608609	-0.510767978020468	-0.0694483201971563	-0.0160413377682718	-0.0174103773346262	0.293129807177488	0.0293091280638675	0.0708553183981131	0.29349214769075	0.0378134260901538
P06686	P06686	AT1A2_RAT	Atp1a2	24212	0.186763732729361	-0.0492935649276917	-0.0800749018271102	0.168153200666614	0.166553806320077	0.0918260782085422	-0.146079068192803	0.0673257729474606	0	-0.549411715483878	-0.154197774751961	0.00455919583883135	0.0260148753158473	0.231644440430236	-0.0242875571309128	0.0556930337590101	0.254641504855524	-0.0260238332426472
P06687	P06687	AT1A3_RAT	Atp1a3	24213	0.292412490658825	-0.0927157167504092	-0.124746375453738	0.220664620641577	0.099992190187833	0.0834153630981542	-0.193499550074973	0.0277035772933091	-0.056373293221888	-0.562059277264151	-0.205423187438105	-0.0992347934242377	-0.142908859401312	0.329335354833962	-0.0060419509498052	-0.0156364644044426	0.343947844092047	-0.0495905798080065
P06757	P06757	ADH1_RAT	Adh1	24172	1.43798009593027	0.0288985635503899	-0.0623665822501571	0.574328859511153	0.401750751447956	-0.314889058995378	0.130065479442568	-0.415860376076719	-0.178937998460303	0.206251991881508	-1.14744258379741	-0.597953057871772	-0.863198276457826	0.0617213776294112	0.254974423265915	-0.0693790851531744	0.372575928139477	0.592514233170928
P06761	P06761	GRP78_RAT	Hspa5	25617	0.0959793669544959	0.0910609025626628	0.0770334579145605	0.0842771952588259	0.123402919328343	0.0689816805880448	0.187217536059459	0.250437671419034	-0.316516277651815	-0.0977978787884892	-0.229436657594602	0.0645139349286037	-0.164340706563644	-0.413665145404817	-0.410788619484514	0.170740351713553	-0.542559339909555	-0.286483845780071
P06766	P06766	DPOLB_RAT	Polb	29240	-0.0884564785731263	0.0030347860689289	-0.0275842942701516	-0.153407353014654	-0.086895782256169	0.000315105331837207	0.156110700147594	-0.0739253906446768	0.102098051831145	0.121699204731665	-0.048122637690728	0.0209468203448988	-0.138093596039956	-0.00902240668440416	-0.0766716861358671	-0.112347679227918	-0.127398443533072	-0.336074338255217
P06866	P06866	HPT_RAT	Hp	24464	0.498054769734657	-0.244064432605715	0.148650876256141	0.107661980965111	-0.425375900692306	0.031702627533441	0.226168378886486	0.117465845679122	-0.0918852310543785	0.890306714483615	0.506818662244912	0.00351029473953268	-0.539716485851128	-0.277600658719676	-0.010315855676841	-0.295995116458622	-0.139492506721075	-0.262907571637656
P06907	P06907	MYP0_RAT	Mpz	24564	-2.17560253416532	0.419263411006419	-1.17971845465936	0.221489850956545	-1.13455213773651	-0.904471795542207	-0.144170909594764	-0.982410484421723	-1.35294621346595	-1.86947604697429	-2.18245562698721	-2.56282923428612	-2.39412405043432	1.00280241586488	0.782485083775552	-1.69309966871942	3.00241473253756	-1.54383035533457
P07150	P07150	ANXA1_RAT	Anxa1	25380	-0.334841815890878	0.0519755678135147	0.113115634686914	-0.0949411595453537	-0.25827219278887	-0.234338473893238	0.216247612134732	-0.292280399370562	-0.0914097573373452	1.06455102689328	-0.114962269911631	0.480147723362376	-0.148696964213369	-0.29670271397712	-0.253081224896455	-0.482840404639987	-0.264329743127286	-0.118534258985444
P07151	P07151	B2MG_RAT	B2m	24223	-0.2713052841627	-0.15730986046431	-0.0905155585740969	-0.169329262517438	-0.0634295901657112	-0.139981004549524	-0.0374022794441762	0.133327929856632	-0.0811038230785546	0.337897332032212	0.170498620255349	0.179012772451775	-0.108302429178775	-1.07856681486541	0.0352759987095394	0.125227612418258	-0.326428880999228	0.0363028570045879
P07154	P07154	CATL1_RAT	Ctsl	25697	0.0350749526661086	0.0752225142472756	0.215341601208843	0.00744763912241606	0.0283077753942505	-0.0700533319109073	-0.0840063976535117	-0.0585869027804548	0.0926237269449132	0.482386444021877	0.0851363334173381	0.264899848537342	-0.0372560674625467	-0.29012015369465	0.0270139751563678	-0.163473712028567	-0.146573316914573	-0.129146723844686
P07323	P07323	ENOG_RAT	Eno2	24334	0.157478245736852	-0.136647833982735	-0.0208842462029408	0.404996009580673	-0.0563390996669328	0.00645520791149945	-0.605915292831708	0.0619465872897489	0.0308098994423108	-0.36531158603053	-0.360123226430982	-0.126198931472333	-0.210468385601472	-0.0701044703381977	0.420348843969501	1.04515929716428	0.150296699559701	0.0105340473958506
P07335	P07335	KCRB_RAT	Ckb	24264	-0.141114365777438	0.0854413184670303	0.0969053793367712	0.0231258101688019	-0.0706376580281604	-0.10967397997556	-0.0706082350822818	-0.0360105172458402	0.0092035209946114	0.160790530441967	-0.107049750013475	0.106527880091796	-0.0131062567903787	-0.119510612990563	-0.0656280820757986	-0.0700813252214385	-0.216802780932693	-0.0818980235580284
P07340	P07340	AT1B1_RAT	Atp1b1	25650	0.120920944505828	-0.124665623946487	-0.144316763651238	-0.0230952021191939	0.242534434985885	0.283257880369128	-0.120870073648546	0.435367053014995	-0.308432671045848	-1.11152468766661	-0.0785424994714881	-0.158630431281256	0.134878563387526	-0.0766033350499722	-0.254751758922264	0.64922859949168	-0.315153462005897	0.0486999672407571
P07483	P07483	FABPH_RAT	Fabp3	79131	0.191348378979751	0.0254395340551777	-0.0170356563810352	-0.0437627008945256	0.163898930921555	0.091021076421283	0.552413753817676	0.388641003960189	0.00538700573319724	-0.484430970208724	-0.217505784607247	-0.532464401296076	-0.0618040950901971	0.115561680606301	-0.147587819401066	-0.00953547827175494	-0.525565783197293	-0.0184916440693009
P07632	P07632	SODC_RAT	Sod1	24786	0.154112639316449	0.288888951716742	0.24194162124366	0.0306031288729249	0.0349152172527147	0.0203318885952907	0.0847975616513518	0.0770358370722714	-0.228841099339208	0.315321298782096	-0.184970857213757	0.045206464747223	-0.177984978588732	-0.0965658196812285	-0.220599301063179	-0.137053744774384	-0.197263122568763	-0.262810126453895
P07633	P07633	PCCB_RAT	Pccb		0.099933846086636	-0.0289393621507087	-0.0496889498320687	0.0507194316853314	0.0335978491308365	0.107482125575279	0.0292470623701979	0.170593051734955	-0.0340538146334885	-0.390095252094887	0.0100101946010094	0.0279784047911549	0.173889377431017	0.222535167934573	0.121051910535753	0.135918221631048	0	-0.104673928363658
P07687	P07687	HYEP_RAT	Ephx1	25315	-0.00111887439048641	-0.273063361654403	-0.241528827764774	-0.337179198562985	0.0527573033175943	-0.144161660753618	0.0139421237321445	0.138693137620691	-0.0685602895317312	-0.844742660810018	0.203280669960395	-0.358654637617215	0.0400691766157797	0.0826974223399493	0.0742705996300053	-0.321548915381291	-0.00174236760805124	0.114341664584626
P07808	P07808	NPY_RAT	Npy	24604						0.0259183363219355	-0.602618427734539	0.0296891029728624	-0.0322697688290172					-0.315209932219429	0.685354826355722	-0.234389684715461	0.339664893544919	-0.257187779747316
P07895	P07895	SODM_RAT	Sod2	24787	0.213486036075904	0.118942930518067	0.027086603986745	-0.0185683764192615	0.345459578300974	0.0242157008480738	0.117512597346699	-0.0133699704954194	0.162603897474491	-0.2080268081689	0.115399164460101	0.0244338001041159	0.145946174041848	0.275351727206105	0.294354873920012	0.117139709796779	0.000154391839700674	0.130242972343218
P07896	P07896	ECHP_RAT	Ehhadh	171142	0.0166534508502967	-0.0554897921470938	-0.0439307437598256	-0.043436349521446	-0.0640411832342029	0.0499723572350157	-0.0675527304492298	-0.0384219677955773	-0.0874079448009594	-0.170839584388852	-0.00433283050432687	0.0308839082834208	0.110887402749314	0.161933795103925	0.0336435120968953	0.102913798023918	0.0380522798223959	0.0574307633007033
P07936	P07936	NEUM_RAT	Gap43	29423	-0.273613780485521	-0.181050266290335	-0.0737516718382256	0.388869840683822	-0.102898114263377	-0.117056589202782	0.165727245290403	-0.196971860256947	-0.348034504269853	0.0681780194192929	-0.235215720714253	-0.226141570230338	-0.392755212530448	0.0541572711107094	-0.594942567106485	-0.246541702703645	0.314446468920903	-0.399722546800871
P07943	P07943	ALDR_RAT	Akr1b1	24192	-0.120076231272084	0.137162782467239	0.118609589819719	-0.0414744489676779	-0.00921530881246696	0.115535666098329	-0.106606433018908	0.142471947022836	0.0611372827548713	0.172380508521259	0.0321016836349379	0.158392468011088	0.0868592853195607	-0.152242678280584	-0.00395261013611647	0.0167088704631059	-0.106673120698714	-0.00322053160261698
P07953-2	P07953	F261_RAT	Pfkfb1	24638	-0.101791342431149	-0.111506603622614	0.0548782938377588	0.0741785504475194	0.00754719415929528	0.091387042471026	0.0854565829207528	-0.0188245216697941	0.0522613445273953	-0.137762724805912	-0.0294289440325018	-0.0069380676479236	0.0364160964108786	-0.0476536674960572	0.0942244364514931	0.277634353759081	-0.133930237559811	0.0679334207822521
P08009	P08009	GSTM4_RAT	Gstm3	81869	-0.0849299220903599	0.151671119296516	0.202946950155355	0.0387994062733567	0.0496811938623355	0.0512216441213501	-0.138733364556614	0.0785701101173978	0.0642767437962629	0.31554235695484	-0.0194098304387341	0.12512473965682	-0.0431622610672416	-0.0945264292424646	0.0180813118044707	-0.0967601818695582	0.0634008087645158	-0.101275820667444
P08010	P08010	GSTM2_RAT	Gstm2	24424	-0.187118212755653	0.175015197054359	0.240113234331397	0.0911165933528809	0.00369793690461184	-0.090148979254191	-0.122712202541984	-0.0946276625641737	0.113049683199122	0.505699921641711	-0.0375393542403443	0.277953605073005	-0.043670064241036	-0.14294099827508	-0.000873303056319552	-0.111565866601407	0.110734741275173	0.0471851607722523
P08011	P08011	MGST1_RAT	Mgst1	171341	-0.374151687742419	0.306498656700422	0.462497156294184	0.214855919413657	-0.0818553564212639					1.07381963389118	-0.404218099364637	1.22980442824829	0.212367631261918					
P08025-2	P08025	IGF1_RAT	Igf1	24482	0.161085808540914	-0.277600907694078	-0.378944347212755	-0.0391742859366381	-0.34548022630425	-0.263221033232171	0.17691566089834	-0.342311954740869	-0.213043169374272	0.594140604595951	0.373896718384209	0.00154290430896786	0.0903859687150473	-0.465112617513644	-0.06867001136025	-0.109177412892237	-0.176257794469753	0.151530770483909
P08081-2	P08081	CLCA_RAT	Clta	83800	-0.011813082657964	-0.0265648431954349	0.0206958823537275	-0.102713309083329	-0.241187677052427	-0.191667796046132	-0.0265111521137218	-0.193896820847894	-0.115735914985138	0.584817715205978	0.187531436162324	0.0286293230879651	0.0122171646020756	0.0713910439408816	0.0350188417335143	-0.102565659512372	0.141125290692399	-0.0577423651083422
P08082-2	P08082	CLCB_RAT	Cltb	116561	0.139158336316432	0.0694731221090265	-0.00913151620251595	-0.32990992948665	-0.274202752344071	-0.0228934725943654	0.203711213948244	-0.0206496935531841	0.0260747783713706	0.337172139189467	0.137029426559091	-0.188697564101186	0.0349124027965734	0.177155412402268	-0.0570863240602645	-0.325991942141484	0.0299152992397808	-0.0736508216280248
P08461	P08461	ODP2_RAT	Dlat	81654	0.151685644604858	-0.107370973473177	-0.12226524642594	0.074844306645831	-0.0106191805001747	0.212719975589089	0.0558606804110526	0.050678166497868	0.00703909113757344	-0.7457273730713	0.00722469170288365	-0.135807558842566	0.187580701672349	0.41590908165159	0.143802025631631	0.290293829821827	0.140691891817401	0.0598535388278816
P08494	P08494	MGP_RAT	Mgp	25333						-0.266926015088727	0.346209841141826	-0.340182859904929	-0.214453348055168					-0.477245012784039	-0.0601135473372211	-0.392915597663827	-0.129234786073508	-0.144113165940723
P08503	P08503	ACADM_RAT	Acadm	24158	0.236184413022112	-0.136782914181536	-0.237856203335925	-0.0683871765803112	-0.0417215805690384	0.100509710195413	0.0928573215584418	0.0173445016274365	-0.028553316418673	-0.263279510965272	0.15958281190401	-0.102389393312316	0.242837210461792	0.336218566196559	0.0744927575694617	0.376390257164772	-0.0232778937350482	0.0985396678404365
P08592	P08592	A4_RAT	App	54226	-0.0972734794827265	-0.147054983674038	-0.190060547705706	-0.124122294057105	-0.232474616921226	-1.01488862684911	0.107109339293959	-0.480868348929791	-0.132810986841648	-0.0967507977897486	-0.0954603321152769	-0.37318234932804	-0.0671156341700506	0.177970757909524	-0.935927342880239	-0.0847927877734784	-1.04810396337835	0.0812971977330273
P08644-2	P08644	RASK_RAT	Kras	24525	0.0253472341145325	-0.105318595068037	-0.0891753280694692	0.109849380717576	0.0406568224081863	-0.293022092622173	-0.305840807146941	-0.153114880584203	-0.0386408465944977	-0.166277855272395	0.00960446350509636	0.0156793323316786	0.0648463828890793	-0.21015178433346	-0.209196133907042	-0.118943391047974	-0.0890268945178303	-0.0449960783034346
P08649	P08649	CO4_RAT	C4	24233	0.44754894957175	-0.011598688683013	-0.100425196437632	-0.000483838795647284	-0.252685764892115	-0.246053592266029	-0.0934736638245178	-0.262934664396236	-0.192004260342495	0.961893346125495	0.671718508407233	0.179645342171115	-0.192364794286894	-0.296173656842146	0.00391748145898646	-0.281239634863163	-0.123909484320446	-0.128137422109738
P08699	P08699	LEG3_RAT	Lgals3	83781	-0.0350613376634015	-0.104619696955172	-0.0619955056786594	-0.107220669744166	0.0613361901858478	-0.105592720116735	0.012168127799329	-0.144318982629881	-0.224770854711801	0.749156018435052	-0.0337924748261921	-0.177020268382956	-0.0400669830131563	-0.493342459473192	-0.148827561781213	0.11360933750592	0.0730736446654656	0.10208043361256
P08733	P08733	MLRV_RAT	Myl2	363925	0.462800368152478	-0.0418934898302992	0.0057914763480707	0.118885323524392	0.100866930399125	0.0130935824997689	0.237499159095252	0.159675196775266	-0.360148110054198	-1.00247298725343	0.174704346072895	-0.594264664202184	0.0377997669131741	0.523096120819804	-0.163271718376395	-0.292722579684906	0.390355512512334	-0.157084884365487
P08753	P08753	GNAI3_RAT	Gnai3	25643	0.178101142304137	-0.00518682214787849	0.0420386517992089	0.381954709425989	0.140973723437354	0.125572312171195	0.278231216681585	0.0754322200666699	-0.311905735705018	0.0825386379203603	0.142683992573519	0.186319084842759	0.0431113762963289	0.342658774292726	-0.437174126301233	0.0863310563541283	0.0176921796965559	-0.411891107789676
P08932	P08932	KNT2_RAT		288001	0.384104666192874	-0.0200044196758814	-0.16674404756271	-0.18899191797357	-0.541621623302021	-0.29490982068209	-0.0115808740802082	-0.270280376211649	-0.138053021543988	0.935298836421395	0.856897041524656	0.172199821354825	-0.453731461906252	-0.42443505131882	0.0677331378323824	-0.167871603644223	-0.298763588554166	-0.121747659661372
P08934-2	P08934	KNG1_RAT	Kng1	25087	0.578871992326352	-0.0317839955027364	-0.170906308934447	-0.158778691006619	-0.46071280193175	-0.301590077229423	0.047982882826469	-0.322396264186525	-0.184701637302801	1.08771654305873	0.827172007959327	0.0539599732075657	-0.370048355906936	-0.361132978416658	0.0335496500419738	-0.377198251918726	-0.273574320961975	-0.148904520240193
P08934	P08934	KNG1_RAT	Kng1	25087	0.823890416692866	-0.0193761240313292	-0.151114472896378	-0.119154642411943	-0.400648263271465	-0.284266438866713	0.0357871940859512	-0.325141765074418	-0.186415316284638	1.19896595373728	0.880477006117425	0.022440388976619	-0.321194323767622	-0.368939988784086	0.0510731789602044	-0.382321969738644	-0.260809233406755	-0.150832414001655
